Articulo_ID,CUI,Fecha_Publicacion_Articulo,Titulo_Articulo,Descripcion_Articulo,Medio,URL_Acortada,Pais_Origen_Articulo,Cod_Continente,Idioma,Categoria_tematica,Relevancia_Mencion,Frecuencia_Mencion,Impacto_Articulo,Keywords,Clasificacion_Sust_Estup_Decomisada,Tipo_Sus_Estup_Decomisada,Cant_Sust_Estup_Sintetica_incautada,Unidad,Fueza_interviniente,Ubicacion_Secuestro,Region,Sub region,Pais,Provincia,Distrito,Alfa_2,ISO_3166_2,Geo_Pais,Geo_Prov,Geo_Distrito,Fecha,Dia,Semana,Quincena,Mes_Largo,Trimestre,Año
,A202,30/04/2025,,,,,,,,,,,,,NSP,Abacaxizinho,"0,00",Sin datos,,,,,,,,,,"-8.843614, -52.200865","-7.586500, -42.573986","-5.091113, -42.801574",30/04/2025,30,4,2,Abril,T2,2025
A0000203,A203,1/05/2025,Persecución policial terminó con un brasileño detenido en un campo de Lavalleja; llevaba cinco valijas con marihuana y metanfetaminas,Ocurrió este miércoles en la madrugada en la zona de Pirarajá,www.teledoce.com,https://tinyurl.com/2d2799ak,Uruguay,SA,ES,Incidente,Alta,Media,Medio,"Metanfetamina, Marihuana, Vehiculo en fuga, Nacionalidad Brasilera",Estimulante sintetico,Metanfetaminas,"0,00",Sin datos,Guardia Republicana,Ruta 8 y Rio Piraraja,America,America del Sur,Uruguay,Lavalleja,Piraraja,UY,ISO 3166-2:UY,"-32.953025, -55.974972","-33.846539, -54.927736","-33.824007, -54.772825",1/05/2025,1,1,1,Mayo,T2,2025
A0000204,A204,1/05/2025,Malagueño: Secuestran marihuana y drogas sintéticas en una fiesta electrónica,,www.carlospazvivo.com,https://tinyurl.com/4725bwes,Argentina,SA,ES,Incidente,Alta,Media,Medio,"MDMA, TUSI, Marihuana, Fiesta Electronica, Can Detector",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Fuerza Policial Antinarcotráfico,Malagueño,America,America del Sur,Argentina,Cordoba,Malagueño,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-32.681337, -63.045247","-31.460492, -64.355043",1/05/2025,1,1,1,Mayo,T2,2025
,A204,1/05/2025,,,,,,,,,,,,,Alucinogeno,TUSI,"0,00",Sin datos,,,,,,,,,,"-37.650894, -65.897084","-32.681337, -63.045247","-31.460492, -64.355043",1/05/2025,1,1,1,Mayo,T2,2025
A0000205,A205,1/05/2025,Receita Federal incauta cristales de éxtasis y MDMA que iban a clubes de Salvador e Ilhéus,"Las drogas fueron detectadas por el perro Ursa, que puede identificar derivados de cocaína, cannabis, LSD y sintéticos.",www.feirahoje.com.br,https://tinyurl.com/mr35jh2c,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Cristal de MDMA, Paquetes Express, Perro Rastreador, Fiesta Rave",Estimulante y empatogeno,MDMA,600,Pastillas,Reserva Federal,Rio de Janeiro,America,America del Sur,Brasil,Rio de Janeiro,Rio de Janeiro,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-22.945398, -43.205315","-22.945398, -43.205315",1/05/2025,1,1,1,Mayo,T2,2025
A0000206,A206,2/05/2025,Detienen a hombre con drogas ocultas en su vehículo,"Un operativo nocturno realizado por la Dirección I – Unidad de Infantería resultó en la detención de un hombre, la incautación de un vehículo, múltiples sustancias ilícitas",www.gub.uy,https://tinyurl.com/3jefpmj3,Uruguay,SA,ES,Incidente,Media,Media,Medio,"TUSI, Cristal, Cocaina, Pasta Base, Operativo de Control",Alucinogeno,TUSI,"0,00",Sin datos,Dirección I – Unidad de Infantería,Montevideo,America,America del Sur,Uruguay,Montevideo,Montevideo,UY,ISO 3166-2:UY,"-32.953025, -55.974972","-34.909352, -56.178759","-34.830674, -56.145811",2/05/2025,2,1,1,Mayo,T2,2025
,A206,2/05/2025,,,,,,,,,,,,,Estimulante sintetico,Cristal,"0,00",Sin datos,,,,,,,,,,"-32.953025, -55.974972","-34.909352, -56.178759","-34.830674, -56.145811",2/05/2025,2,1,1,Mayo,T2,2025
A0000207,A207,3/05/2025,Detienen a dos colombianos con ketamina y pasta base en bus interprovincial en La Unión,"En un operativo realizado en la Ruta 5 Sur, en la comuna de La Unión, Carabineros del O.S.7 Valdivia, con apoyo de la Tenencia de Carreteras Valdivia y un can detector de drogas",www.noticiaslosrios.cl,https://tinyurl.com/2znffe96,Chile,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Pasta Base, Bus Interprovincial, Can Detector, Nacionalidad Colombiana",Anestesico disociativo,Ketamina,"1,941",KG,Carabineros de Chile,La Union,America,America del Sur,Chile,Ranco,La Union,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-40.327339, -72.819649","-40.316424, -72.984243",3/05/2025,3,1,1,Mayo,T2,2025
A0000208,A208,4/05/2025,"Cayó un motodealer con 26 dosis de cocaína, marihuana y “Tusi” en Puerto Iguazú","Intentó escapar de un control policial, pero fue detenido con 26 dosis de cocaína, cannabis y una sustancia que sería “cocaína rosa”.",www.radioup.com.ar,https://tinyurl.com/bdfmtaps,Argentina,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Cocaina, Marihuana, Control Policial",Alucinogeno,TUSI,1,Envoltorio,Policia de Misiones,Puerto Iguazu,America,America del Sur,Argentina,Misiones,Puerto Iguazu,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-27.410016, -55.930857","-25.610456, -54.575381",4/05/2025,4,1,1,Mayo,T2,2025
A0000209,A209,4/05/2025,Pareja preparaba drogas sintéticas en búnker y las distribuía en zonas más exclusivas de Lima,La policía detuvo a la pareja tras semanas de seguimiento en el lugar donde preparaban y enviaban estupefacientes que eran vendidos a través de un aplicativo,www.panamericana.pe,https://tinyurl.com/27asp5sw,Peru,SA,ES,Incidente,Alta,Media,Medio,"MDMA, LSD, Cocaina, Marihuana, Hongos Alucinogenos",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Nacional de Peru,San Miguel,America,America del Sur,Peru,Lima,San Miguel,PE,ISO 3166-2:PE,"-9.515798, -75.223851","-12.050744, -77.024414","-12.073159, -77.094276",4/05/2025,4,1,1,Mayo,T2,2025
,A209,4/05/2025,,,,,,,,,,,,,Alucinogeno,LSD,"0,00",Sin datos,,,,,,,,,,"-9.515798, -75.223851","-12.050744, -77.024414","-12.073159, -77.094276",4/05/2025,4,1,1,Mayo,T2,2025
A0000210,A210,4/05/2025,Llamaron a los bomberos por incendio en una casa en Medellín y autoridades encontraron una ‘cocina’ de tusi y animales silvestres en cautiverio,"Los bomberos fueron alertados por la emergencia y en el interior de la vivienda encontraron seis babillas, peces del Amazonas y un perro",www.infobae.com/,https://tinyurl.com/5fb27733,Argentina,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Laboratorio Clandestino, Trafico de Fauna",Alucinogeno,TUSI,650,Unidades,Policia Metropolitana,Medellin,America,America del Sur,Colombia,Antioquia,Medellin,CO,ISO 3166-2:CO,"4.068636, -72.886324","6.493807, -75.552400","6.252041, -75.586361",4/05/2025,4,1,1,Mayo,T2,2025
A0000211,A211,5/05/2025,"UNQUILLO: FPA SECUESTRÓ TUSSI, ÉXTASIS Y MARIHUANA EN UNA FIESTA ELECTRÓNICA. UN DETENIDO",,www.mpfcordoba.gob.ar,https://tinyurl.com/bdekzzw8,Argentina,SA,ES,Incidente,Alta,Media,Medio,"TUSI, MDMA, Marihuana, Fiesta Electronica, División K9",Alucinogeno,TUSI,"0,00",Sin datos,Fuerza Policial Antinarcotráfico,Unquillo,America,America del Sur,Argentina,Cordoba,Unquillo,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-32.681337, -63.045247","-31.235909, -64.319438",5/05/2025,5,2,1,Mayo,T2,2025
,A211,5/05/2025,,,,,,,,,,,,,Estimulante y empatogeno,MDMA,"0,00",Sin datos,,,,,,,,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-32.681337, -63.045247","-31.235909, -64.319438",5/05/2025,5,2,1,Mayo,T2,2025
A0000212,A212,6/05/2025,Cae en Tacna millonario cargamento de Ketamina destinado a Chile,,www.radiouno.pe,https://tinyurl.com/msxtk8at,Peru,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Acopio, Clan familiar “Los Ketinos de Ciudad Nueva”, Destino:Chile",Anestesico disociativo,Ketamina,2.545,Frascos,Policia Nacional de Peru,Cuidad Nueva,America,America del Sur,Peru,Tacna,Cuidad Nueva,PE,ISO 3166-2:PE,"-9.515798, -75.223851","-18.024512, -70.269282","-17.978976, -70.235200",6/05/2025,6,2,1,Mayo,T2,2025
A0000213,A213,7/05/2025,Cae principal abastecedor de marihuana y 2CB en Meta: ¿quién es y cómo era su operación criminal en Villavicencio?,"Distribuía alrededor de una tonelada de marihuana mensual a Villavicencio, Puerto López, Puerto Gaitán y Acacías.",www.eltiempo.com,https://tinyurl.com/38xr3r6m,Colombia,SA,ES,Incidente,Alta,Media,Medio,"Ketaina, Sildenafilo en polvo, Estearato de magnesio, Municiones, Narcotrafico",Anestesico disociativo,Ketamina,9,Cajas,Policia Nacional de Colombia,Remansos del Llano,America,America del Sur,Colombia,Meta,Villavicencio,CO,ISO 3166-2:CO,"4.068636, -72.886324","3.611289, -73.066314","4.135016, -73.601259",7/05/2025,7,2,1,Mayo,T2,2025
A0000214,A214,7/05/2025,En la comuna Cuba es capturado un presunto actor delincuencial conocido como 'Yiyo',La lucha contra los insumos para la fabricación de drogas sintéticas es permanente en el área metropolitana de Pereira.,www.policia.gov.co,https://tinyurl.com/36euacke,Colombia,SA,ES,Incidente,Media,Media,Medio,"TUSI, Ketamina, Allanamiento, Grupo Delincuencial Organizado Cordillera, (a) 'Yiyo'",Alucinogeno,TUSI,2,Dosis,Policía Nacional en Pereira,Pereira,America,America del Sur,Colombia,Risaralda,Pereira,CO,ISO 3166-2:CO,"4.068636, -72.886324","4.860089, -75.789370","4.802567, -75.715280",7/05/2025,7,2,1,Mayo,T2,2025
,A214,7/05/2025,,,,,,,,,,,,,Anestesico disociativo,Ketamina,24,Frascos,,,,,,,,,,"4.068636, -72.886324","4.860089, -75.789370","4.802567, -75.715280",7/05/2025,7,2,1,Mayo,T2,2025
A0000215,A215,9/05/2025,Confirman procesamientos por cultivo y venta de marihuana,,www.eldia.com,https://tinyurl.com/2sjhsbef,Argentina,SA,ES,Incidente,Media,Media,Medio,"TUSI, Cocaina, Marihuana, Unidad Penitenciaria N° 45 Melchor Romero, Visitantes, Sandwich",Alucinogeno,TUSI,5,Sobres,Comando de Patrullas de La Plata,La Plata,America,America del Sur,Argentina,Provincia de Buenos Aires,La Plata,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-36.167212, -58.079474","-34.917980, -57.959689",9/05/2025,9,2,1,Mayo,T2,2025
A0000216,A216,9/05/2025,Operación Cristal Azul: Carabineros de OS7 Concepción incautan histórica cantidad de metanfetaminas en el sur del país,,wwwg5noticias.cl,https://tinyurl.com/2hbdj4xt,Chile,SA,ES,Incidente,Alta,Media,Medio,"Metanfetamina, MDMA, Ketamina, Cocaina, Marihuana, Operación Cristal Azul, OS7, Nacionalidad Venezolana",Estimulante y empatogeno,MDMA,485,Dosis,Carabineros de Chile,Concepcion,America,America del Sur,Chile,Bio Bio,Concepcion,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-35.270325, -71.315779","-36.809937, -73.058221",9/05/2025,9,2,1,Mayo,T2,2025
,A216,9/05/2025,,,,,,,,,,,,,Estimulante sintetico,Metanfetaminas,33.000,Pastillas,,,,,,,,,,"-35.270325, -71.315779","-35.270325, -71.315779","-36.809937, -73.058221",9/05/2025,9,2,1,Mayo,T2,2025
,A216,9/05/2025,,,,,,,,,,,,,Anestesico disociativo,Ketamina,"3,612",KG,,,,,,,,,,"-35.270325, -71.315779","-35.270325, -71.315779","-36.809937, -73.058221",9/05/2025,9,2,1,Mayo,T2,2025
A0000217,A217,9/05/2025,OPERACION PLAYBOY: DICE incauta gran cantidad de drogas sinteticas en Tupa,,www.tupaense.com.br,https://tinyurl.com/nhzk95c7,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Cocaina, Compartimentos Enterrados, Operacion Playboy",Estimulante y empatogeno,MDMA,600,Pastillas,Policia Civil,Tupa,America,America del Sur,Brasil,San Pablo,Tupa,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-23.612485, -47.144437","-21.936346, -50.512626",9/05/2025,9,2,1,Mayo,T2,2025
A0000218,A218,11/05/2025,Sorprendidos con dosis de ‘cocaína rosa’ o ‘tusi’ en Garzón,,www.lanacion.com.co,https://tinyurl.com/4nyen9d9,Colombia,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Comercializacion",Alucinogeno,TUSI,"0,018",KG,Policia Nacional de Colombia,Garzon,America,America del Sur,Colombia,Huila,Garzon,CO,ISO 3166-2:CO,"4.068636, -72.886324","2.522712, -75.578320","2.196097, -75.629771",11/05/2025,11,2,1,Mayo,T2,2025
A0000219,A219,12/05/2025,"Incautan más de 17.000 dosis de marihuana, cocaína y tusi en megaoperativo en Antioquia","En la última semana, la Policía tendió una ofensiva contra el microtráfico en el departamento.",www.elcolombiano.com,https://tinyurl.com/3yxdyrw9,Colombia,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Cocaina, Bazuco, Marihuana, Aeropuerto internacional de Medellín José María Córdova",Alucinogeno,TUSI,"0,050",KG,,Rio Negro,America,America del Sur,Colombia,Antioquia,Medellin,CO,ISO 3166-2:CO,"4.068636, -72.886324","6.493807, -75.552400","6.146366, -75.377874",12/05/2025,12,3,1,Mayo,T2,2025
A0000220,A220,12/05/2025,Detuvieron en Palermo a mujer acusada de proveer drogas a dealers de la zona de Claypole,"Le secuestraron éxtasis, marihuana, Tussi, MDMA (""Molly""), además de elementos para corte y fraccionamiento.",www.lanoticia1.com,https://tinyurl.com/vh938n6h,Argentina,SA,ES,Incidente,Media,Media,Medio,"MDMA, TUSI, Marihuana, Desprendimiento de un Operativo de 2024",Estimulante y empatogeno,MDMA,82,Pastillas,Policia Federal Argentina,Palermo,America,America del Sur,Argentina,CABA,Palermo,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-34.613785, -58.426768","-34.572484, -58.422742",12/05/2025,12,3,1,Mayo,T2,2025
,A220,12/05/2025,,,,,,,,,,,,,Alucinogeno,TUSI,"0,00",Sin datos,,,,,,,,,,"-37.650894, -65.897084","-34.613785, -58.426768","-34.572484, -58.422742",12/05/2025,12,3,1,Mayo,T2,2025
A0000221,A221,12/05/2025,14 detenidos y drogas incautadas en operativo de la PDI en Santa Cruz,"Entre las sustancias incautadas se encuentran marihuana, cocaína base, clorhidrato de cocaína, ketamina y MDMA (éxtasis).",www.eltipografo.cl,https://tinyurl.com/2fkmrffr,Chile,SA,ES,Incidente,Media,Media,Medio,"MDMA, Ketamina, Marihuana, Cocaina, Pasta Base, Armas de Fuego, Microtrafico, Crimen Organizado",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia de Investigaciones,Santa Cruz,America,America del Sur,Chile,O'Higgins,Santa Cruz,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-34.382220, -70.794195","-34.634177, -71.366737",12/05/2025,12,3,1,Mayo,T2,2025
,A221,12/05/2025,,,,,,,,,,,,,Anestesico disociativo,Ketamina,"0,00",Sin datos,,,,,,,,,,"-35.270325, -71.315779","-34.382220, -70.794195","-34.634177, -71.366737",12/05/2025,12,3,1,Mayo,T2,2025
A0000222,A222,13/05/2025,Descubren a 3 con ‘tusi’ en departamento alquilado,,www.atb.com.bo,https://tinyurl.com/mr28jfx5,Bolivia,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Cocaina, Marihuana",Alucinogeno,TUSI,"0,005",KG,FELCN,Cochabamba,America,America del Sur,Bolivia,Cercado,Cochabamba,BO,ISO 3166-2:BO,"-16.277995, -64.397735","-17.411480, -66.179610","-17.396843, -66.153033",13/05/2025,13,3,1,Mayo,T2,2025
A0000223,A223,14/05/2025,Allanamientos para desarticular un clan familiar que comercializaba drogas sintéticas,Los seis allanamientos fueron realizados por la Brigada Departamental Antidrogas de Montevideo,www.gub.uy,https://tinyurl.com/7a2j9sa8,Uruguay,SA,ES,Incidente,Alta,Media,Medio,"MDMA, TUSI, Cocaina, Marihuana, Operacion Gomorra, Allanamiento",Alucinogeno,TUSI,"0,0019",KG,Brigada Departamental Antidrogas,Montevideo,America,America del Sur,Uruguay,Montevideo,Montevideo,UY,ISO 3166-2:UY,"-32.953025, -55.974972","-34.909352, -56.178759","-34.830674, -56.145811",14/05/2025,14,3,1,Mayo,T2,2025
,A223,14/05/2025,,,,,,,,,,,,,Estimulante y empatogeno,MDMA,9,Pastillas,,,,,,,,,,"-32.953025, -55.974972","-34.909352, -56.178759","-34.830674, -56.145811",14/05/2025,14,3,1,Mayo,T2,2025
A0000224,A224,14/05/2025,Con tan solo 18 años una mujer era la encargada de vender Tusi en El Espinal,,www.elirreverenteibague.com,https://tinyurl.com/ye2a5k39,Colombia,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Grupo de Operaciones Especiales ",Alucinogeno,TUSI,"0,060",KG,Policia Nacional de Colombia,El Espinal,America,America del Sur,Colombia,Tolima,El Espinal,CO,ISO 3166-2:CO,"4.068636, -72.886324","4.327619, -75.208627","4.150344, -74.884725",14/05/2025,14,3,1,Mayo,T2,2025
A0000225,A225,14/05/2025,Allanamientos para desarticular un clan familiar que comercializaba drogas sintéticas,Los seis allanamientos fueron realizados por la Brigada Departamental Antidrogas de Montevideo en el marco de la operación Gomorra,www.gub.uy,https://tinyurl.com/7a2j9sa8,Uruguay,SA,ES,Incidente,Media,Media,Medio,"TUSI, Cocaina, Marihuana, Operacion Gomorra",Alucinogeno,TUSI,"0,0019",KG,Brigada Departamental Antidrogas,Montevideo,America,America del Sur,Uruguay,Montevideo,Montevideo,UY,ISO 3166-2:UY,"-32.953025, -55.974972","-34.909352, -56.178759","-34.830674, -56.145811",14/05/2025,14,3,1,Mayo,T2,2025
A0000226,A226,14/05/2025,Carabineros detuvo a sujeto de 17 años con altas cantidades de marihuana y Ketamina,,www.miradiols.cl,https://tinyurl.com/mvznkusf,Chile,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Marihuana, Fiscalizacion Vehicular",Anestesico disociativo,Ketamina,6,Litros,Carabineros de Chile,Elqui,America,America del Sur,Chile,Elqui,Elqui,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-29.720840, -70.796996","-29.720840, -70.796996",14/05/2025,14,3,1,Mayo,T2,2025
A0000227,A227,15/05/2025,Capturan a joven en Guarne con gran cantidad de drogas: más de 2.000 dosis incautadas,,www.entrecejayceja.co,https://tinyurl.com/467nxrks,Colombia,SA,ES,Incidente,Media,Media,Medio,"TUSI, Marihuana, Cocaina, Microtrafico",Alucinogeno,TUSI,100,Dosis,Policia Nacional de Colombia,Guarne,America,America del Sur,Colombia,,Guarne,CO,ISO 3166-2:CO,"4.068636, -72.886324","6.493807, -75.552400","6.279420, -75.442969",15/05/2025,15,3,1,Mayo,T2,2025
A0000228,A228,16/05/2025,"CÓRDOBA: FPA INCAUTÓ COCAÍNA, ÉXTASIS, TUSSI, MDMA, HONGOS ALUCINÓGENOS Y DINERO EXTRANJERO. UNA PAREJA DETENIDA",,www.mpfcordoba.gob.ar,https://tinyurl.com/26h9evec,Argentina,SA,ES,Incidente,Alta,Media,Medio,"MDMA, TUSI, LSD, Cocaina, Hogos Alucinogenos, Plantas Cannabis Sativa",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Fuerza Policial Antinarcotráfico,Ciudad de Cordoba,America,America del Sur,Argentina,Cordoba,Ciudad de Cordoba,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-32.681337, -63.045247","-31.413651, -64.178549",16/05/2025,16,3,2,Mayo,T2,2025
,A228,16/05/2025,,,,,,,,,,,,,Alucinogeno,LSD,125,Troqueles,,,,,,,,,,"-37.650894, -65.897084","-32.681337, -63.045247","-31.413651, -64.178549",16/05/2025,16,3,2,Mayo,T2,2025
A0000229,A229,16/05/2025,Interceptaron una carga de “popper” que llegó por correo a Córdoba desde Europa,"Hasta el momento, hay un detenido. La droga estaba oculta en frascos etiquetados como “limpiador de cueros”",www.infobae.com,https://tinyurl.com/5ehyzhfn,Argentina,SA,ES,Incidente,Alta,Media,Medio,"Popper, Envio Postal, Perfumes, “incienso líquido”, Eslovaquia",Depresor,Popper,6,Frascos,Fuerza Policial Antinarcotráfico,Ciudad de Cordoba,America,America del Sur,Argentina,Cordoba,Ciudad de Cordoba,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-32.681337, -63.045247","-31.413651, -64.178549",16/05/2025,16,3,2,Mayo,T2,2025
A0000230,A230,18/05/2025,Policía Federal arresta a líder y otras ocho personas de banda que creó laboratorios en favelas de Río para producir drogas sintéticas a gran escala,Los delincuentes utilizaron una empresa fachada para comprar materias primas para fabricar éxtasis y MDMA. Dieciséis personas se encuentran prófugas.,www.g1.globo.com,https://tinyurl.com/yju4pza3,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, MDA, ""Cartel Brasil"", Laboratorios improvisados favela",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Federal,Rio de Janeiro,America,America del Sur,Brasil,Rio de Janeiro,Rio de Janeiro,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-22.945398, -43.205315","-22.945398, -43.205315",18/05/2025,18,3,2,Mayo,T2,2025
A0000231,A231,19/05/2025,Hallazgo del primer laboratorio de metanfetamina en Paraguay,Por primera vez en Paraguay fue detectado un laboratorio clandestino artesanal de metanfetamina,www.elcomercial.com.ar,https://tinyurl.com/9dmhhw4m,Paraguay,SA,ES,Incidente,Alta,Media,Medio,"Metanfetamina, Laboratorio Clandestino, Produccion Artesanal, Ciudadano Chino, Yung Cheng Hsu",Estimulante sintetico,Metanfetaminas,"0,00",Sin datos,Senad,Minga Guazu,America,America del Sur,Paraguay,Alto Parana,Minga Guazu,PY,ISO 3166-2:PY,"-22.844084, -58.372629","-25.388067, -54.846559","-25.502196, -54.827936",19/05/2025,19,3,2,Mayo,T2,2025
A0000232,A232,20/05/2025,"FIESTAS ELECTRÓNICAS: FPA SECUESTRÓ ÉXTASIS, MDMA, TUSSI, POPPER Y MARIHUANA EN CÓRDOBA",,www.mpfcordoba.gob.ar,https://tinyurl.com/3fk3psjz,Argentina,SA,ES,Incidente,Alta,Media,Medio,"MDMA, TUSI, Popper, Marihuana, Fiesta Electronica, División K9",Depresor,Popper,"0,00",Sin datos,Fuerza Policial Antinarcotráfico,Ciudad de Cordoba,America,America del Sur,Argentina,Cordoba,Ciudad de Cordoba,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-32.681337, -63.045247","-31.391738, -64.158325",20/05/2025,20,4,2,Mayo,T2,2025
,A232,20/05/2025,,,,,,,,,,,,,Alucinogeno,TUSI,"0,00",Sin datos,,,,,,,,,,"-37.650894, -65.897084","-32.681337, -63.045247","-31.391738, -64.158325",20/05/2025,20,4,2,Mayo,T2,2025
,A232,20/05/2025,,,,,,,,,,,,,Estimulante y empatogeno,MDMA,"0,00",Sin datos,,,,,,,,,,"-37.650894, -65.897084","-32.681337, -63.045247","-31.391738, -64.158325",20/05/2025,20,4,2,Mayo,T2,2025
A0000233,A233,20/05/2025,"El captagon llegó a Argentina: ""La droga quita el miedo, el dolor y la empatía""","""Posiblemente estemos ante una nueva era criminal producto del captagon"", advirtió en Cadena 3 el especialista internacional en seguridad, Daniel Adler.",www.cadena3.com,https://tinyurl.com/7vt2rj6y,Argentina,SA,ES,Incidente,Alta,Media,Medio,"Captagon, Droga Terrorista, Isis, Droga de los Pobres",Estimulante sintetico,Captagon,"0,00",Sin datos,,Triple Frontera,America,America del Sur,Argentina,Misiones,Misiones,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-27.410016, -55.930857","-25.610456, -54.575381",20/05/2025,20,4,2,Mayo,T2,2025
A0000234,A234,21/05/2025,Capturaron a 4 personas que transportaban drogas sintéticas en un vehículo en Ibagué,"Durante el operativo incautaron un arma traumática con 7 cartuchos, 200 gramos de marihuana, 25 tabletas en blíster de una sustancia sintética,",www.caracol.com.co,https://tinyurl.com/mr2w4axp,Colombia,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Rivotril, Clonazepan, Cocaina, Arma de fuego, Operativo Vehicular",Alucinogeno,TUSI,13,Bolsas,Policía Metropolitana de Ibague,Ibague,America,America del Sur,Colombia,Tolima,Ibague,CO,ISO 3166-2:CO,"4.068636, -72.886324","4.327619, -75.208627","4.439053, -75.176138",21/05/2025,21,4,2,Mayo,T2,2025
A0000235,A235,21/05/2025,Policía Civil incauta 35.000 pastillas de droga durante operativo contra el narcotráfico,La policía emitió alrededor de 16 órdenes de arresto y al menos un traficante de drogas fue arrestado en la mañana de este miércoles (21),www.sbtnews.sbt.com.br,https://tinyurl.com/2vyfdz28,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Cocaina, Hachis, Facción criminal Primeiro Comando da Capital (PCC)",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Civil,Santana de Parnaíba,America,America del Sur,Brasil,San Pablo,Santana de Parnaíba,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-23.612485, -47.144437","-23.444912, -46.921742",21/05/2025,21,4,2,Mayo,T2,2025
A0000236,A236,22/05/2025,Importante allanamiento por infracción a la Ley de Drogas en un domicilio de la ciudad,El operativo fue realizado por personal de la División Unidad Operativa Federal de Tandil.,www.eleco.com.ar,https://tinyurl.com/yc3bc3d8,Argentina,SA,ES,Incidente,Alta,Media,Medio,"LSD, Marihuana, Redes Sociales, Telegram",Alucinogeno,LSD,"0,00",Sin datos,Policia Federal Argentina,Tandil,America,America del Sur,Argentina,Provincia de Buenos Aires,Tandil,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-36.167212, -58.079474","-37.318827, -59.145621",22/05/2025,22,4,2,Mayo,T2,2025
A0000237,A237,22/05/2025,La Policía de San Luis detuvo a una pareja que intentaba entrar a la provincia con cocaína valuada en más de $20 millones,El operativo se produjo en el límite con Mendoza. Los efectivos también incautaron marihuana y LSD.,www.elchorrillero.com,https://tinyurl.com/5n96rhu7,Argentina,SA,ES,Incidente,Alta,Media,Medio,"LSD, Cocaina, Marihuana, Procedencia Provincia de Mendoza, Puesto Limitrofe",Alucinogeno,LSD,2,Dosis,Policia de San Luis,Desaguadero,America,America del Sur,Argentina,San Luis,Desaguadero,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-33.299582, -66.331429","-33.402320, -67.156855",22/05/2025,22,4,2,Mayo,T2,2025
A0000238,A238,22/05/2025,Policía descubre laboratorio de drogas sintéticas y arresta a dos en SP,Operación cumplió órdenes de captura en seis ciudades; Banda operaba en el tráfico de drogas en el interior y el Gran São Paulo,www.cnnbrasil.com.br,https://tinyurl.com/2s7xmf85,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Laboratorio Clandestino, Armas de Fuego",Estimulante y empatogeno,MDMA,49,Pastillas,Policia Civil,Araçariguama,America,America del Sur,Brasil,San Pablo,Araçariguama,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-23.612485, -47.144437","-23.427090, -47.080102",22/05/2025,22,4,2,Mayo,T2,2025
A0000239,A239,22/05/2025,La Policía Civil desmantela laboratorio de drogas sintéticas en Campo Bom,,www.agazetacb.com.br,https://tinyurl.com/y44bxsev,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, hidrocloruro de ketamina, Laboratorio Clandestino",Estimulante y empatogeno,MDMA,1.289,Pastillas,Denarc,Campo Bom,America,America del Sur,Brasil,Rio Grande do Sul,Campo Bom,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-29.470841, -53.254855","-29.671914, -51.058911",22/05/2025,22,4,2,Mayo,T2,2025
